"nct_id","alias"
"NCT00117351","NCT00119223"
"NCT00117598","NCT00326547"
"NCT00117845","NCT00138190"
"NCT00117936","NCT00032318"
"NCT00118209","NCT00234351"
"NCT00118248","NCT01646944"
"NCT00118248","NCT01664351"
"NCT00118365","NCT00005882"
"NCT00118404","NCT00183664"
"NCT00118404","NCT00218764"
"NCT00119548","NCT00186160"
"NCT00119821","NCT00170040"
"NCT00120653","NCT00238134"
"NCT00121628","NCT00331383"
"NCT00122304","NCT00133120"
"NCT00123019","NCT00119808"
"NCT00123045","NCT00181324"
"NCT00123058","NCT00129103"
"NCT00123097","NCT00408486"
"NCT00123253","NCT00435136"
"NCT00123487","NCT00331396"
"NCT00123500","NCT00122967"
"NCT00123773","NCT00271648"
"NCT00123942","NCT00071825"
"NCT00123942","NCT00075361"
"NCT00124124","NCT00045383"
"NCT00124514","NCT00088244"
"NCT00124748","NCT00324636"
"NCT00124917","NCT00227799"
"NCT00125788","NCT00029887"
"NCT00126646","NCT00114751"
"NCT00127452","NCT00139464"
"NCT00128102","NCT00265577"
"NCT00128102","NCT00290784"
"NCT00128661","NCT00344357"
"NCT00128830","NCT00980772"
"NCT00128934","NCT00278720"
"NCT00129948","NCT00310193"
"NCT00130312","NCT00342238"
"NCT00130442","NCT00128648"
"NCT00130520","NCT00696670"
"NCT00130871","NCT00195832"
"NCT00132015","NCT00285311"
"NCT00132041","NCT00399958"
"NCT00132691","NCT00269698"
"NCT00133406","NCT00421382"
"NCT00133419","NCT00156832"
"NCT00133432","NCT00197717"
"NCT00134719","NCT00787046"
"NCT00135187","NCT00670085"
"NCT00136903","NCT00476762"
"NCT00137878","NCT00069147"
"NCT00137878","NCT00072241"
"NCT00137995","NCT00081146"
"NCT00138125","NCT00203437"
"NCT00138229","NCT00118599"
"NCT00139334","NCT00209976"
"NCT00139685","NCT00264836"
"NCT00139815","NCT01352169"
"NCT00141167","NCT00155298"
"NCT00141778","NCT00134862"
"NCT00142844","NCT00136162"
"NCT00143962","NCT00200811"
"NCT00144430","NCT00228826"
"NCT00145184","NCT00197535"
"NCT00145418","NCT00393081"
"NCT00147251","NCT00047424"
"NCT00147563","NCT00260845"
"NCT00153010","NCT00055406"
"NCT00153101","NCT00034931"
"NCT00153166","NCT00225940"
"NCT00153699","NCT00518063"
"NCT00153881","NCT00014417"
"NCT00154063","NCT00239941"
"NCT00154180","NCT00623311"
"NCT00154284","NCT00170807"
"NCT00156013","NCT00305721"
"NCT00156676","NCT00127426"
"NCT00156689","NCT00298948"
"NCT00158132","NCT00128349"
"NCT00158366","NCT00177905"
"NCT00158821","NCT00005573"
"NCT00159198","NCT00140777"
"NCT00159861","NCT00147641"
"NCT00162682","NCT00197626"
"NCT00165087","NCT00004034"
"NCT00165126","NCT00207246"
"NCT00165399","NCT00003915"
"NCT00165711","NCT00164983"
"NCT00166543","NCT00687557"
"NCT00166608","NCT00147407"
"NCT00167180","NCT00303693"
"NCT00167219","NCT00262756"
"NCT00167505","NCT00207545"
"NCT00167804","NCT00223886"
"NCT00168766","NCT00492180"
"NCT00170950","NCT00097864"
"NCT00171821","NCT00565578"
"NCT00171834","NCT00088127"
"NCT00171873","NCT00202085"
"NCT00174655","NCT00005659"
"NCT00176605","NCT00227643"
"NCT00176644","NCT00255632"
"NCT00176826","NCT00973843"
"NCT00176852","NCT00005897"
"NCT00176878","NCT00005895"
"NCT00176904","NCT00005894"
"NCT00176917","NCT00005899"
"NCT00176930","NCT00393133"
"NCT00177047","NCT00293306"
"NCT00177710","NCT00235638"
"NCT00179309","NCT00217750"
"NCT00179647","NCT00331903"
"NCT00182052","NCT00139412"
"NCT00182624","NCT00076908"
"NCT00182858","NCT01927796"
"NCT00184717","NCT00184704"
"NCT00185640","NCT00186615"
"NCT00186576","NCT00052546"
"NCT00186628","NCT00234013"
"NCT00189228","NCT00201097"
"NCT00189423","NCT00225953"
"NCT00189488","NCT00964899"
"NCT00190268","NCT00169429"
"NCT00190723","NCT00047892"
"NCT00190723","NCT00052663"
"NCT00191139","NCT00074217"
"NCT00193076","NCT00191776"
"NCT00194194","NCT00350558"
"NCT00194259","NCT00350740"
"NCT00194519","NCT00197574"
"NCT00194519","NCT00197600"
"NCT00195247","NCT00112814"
"NCT00196937","NCT00332358"
"NCT00196937","NCT00332475"
"NCT00196937","NCT00332501"
"NCT00196937","NCT00332527"
"NCT00197184","NCT00787449"
"NCT00199134","NCT00199199"
"NCT00199420","NCT00203983"
"NCT00200174","NCT00004247"
"NCT00200200","NCT00263848"
"NCT00201162","NCT00181103"
"NCT00201214","NCT00178815"
"NCT00201721","NCT00423423"
"NCT00203372","NCT00128674"
"NCT00203411","NCT00217685"
"NCT00203879","NCT00064168"
"NCT00204243","NCT00520793"
"NCT00206219","NCT00072878"
"NCT00206388","NCT00258414"
"NCT00206674","NCT00185497"
"NCT00206687","NCT00059007"
"NCT00206687","NCT00185406"
"NCT00206700","NCT00185471"
"NCT00207116","NCT00118118"
"NCT00207636","NCT00137618"
"NCT00207701","NCT01128504"
"NCT00208104","NCT00201175"
"NCT00209482","NCT00120146"
"NCT00210548","NCT00147173"
"NCT00210665","NCT00707109"
"NCT00211198","NCT00279396"
"NCT00211549","NCT00371917"
"NCT00211835","NCT00233116"
"NCT00212160","NCT00247598"
"NCT00212381","NCT00206804"
"NCT00212628","NCT00189865"
"NCT00212667","NCT00189891"
"NCT00212875","NCT00246311"
"NCT00214045","NCT00590733"
"NCT00214422","NCT00278356"
"NCT00214500","NCT00231036"
"NCT00215605","NCT00354289"
"NCT00217503","NCT00121576"
"NCT00217594","NCT00123721"
"NCT00217672","NCT00203398"
"NCT00218335","NCT00597155"
"NCT00218972","NCT00805363"
"NCT00220987","NCT00175331"
"NCT00221026","NCT00105261"
"NCT00221065","NCT00375479"
"NCT00222287","NCT00222313"
"NCT00222443","NCT00277719"
"NCT00223405","NCT01128231"
"NCT00223808","NCT00038324"
"NCT00224185","NCT00234325"
"NCT00224783","NCT00192530"
"NCT00224848","NCT00205673"
"NCT00224874","NCT00253656"
"NCT00224874","NCT00474149"
"NCT00225121","NCT00276653"
"NCT00225121","NCT00278291"
"NCT00226434","NCT00498823"
"NCT00226434","NCT01300481"
"NCT00227006","NCT00005747"
"NCT00227279","NCT00146991"
"NCT00227292","NCT00294333"
"NCT00227877","NCT00592878"
"NCT00227877","NCT00592956"
"NCT00227916","NCT00249184"
"NCT00228956","NCT00263913"
"NCT00229697","NCT00069290"
"NCT00229723","NCT00099398"
"NCT00229983","NCT00592787"
"NCT00230191","NCT00046956"
"NCT00230217","NCT00086918"
"NCT00230217","NCT00247767"
"NCT00230529","NCT01128491"
"NCT00231166","NCT00304109"
"NCT00232505","NCT00420329"
"NCT00232505","NCT00492375"
"NCT00233402","NCT00209157"
"NCT00233727","NCT00494000"
"NCT00236132","NCT00275470"
"NCT00238303","NCT01647100"
"NCT00241644","NCT00598468"
"NCT00241904","NCT00385619"
"NCT00242658","NCT00201032"
"NCT00242723","NCT00447447"
"NCT00243191","NCT00176709"
"NCT00243854","NCT00216307"
"NCT00243893","NCT00305994"
"NCT00244257","NCT00245999"
"NCT00244686","NCT02543112"
"NCT00244881","NCT00215488"
"NCT00245115","NCT00246649"
"NCT00245583","NCT00277628"
"NCT00245635","NCT00029471"
"NCT00245739","NCT00613483"
"NCT00246194","NCT01571154"
"NCT00246727","NCT00352274"
"NCT00246727","NCT00392626"
"NCT00246818","NCT00414791"
"NCT00247260","NCT00252265"
"NCT00248404","NCT00255736"
"NCT00248495","NCT01731626"
"NCT00248638","NCT01776476"
"NCT00248651","NCT00275626"
"NCT00248768","NCT00449371"
"NCT00249262","NCT00411918"
"NCT00250484","NCT00130052"
"NCT00251459","NCT00299078"
"NCT00253318","NCT01825265"
"NCT00253474","NCT00156754"
"NCT00253526","NCT00158392"
"NCT00255125","NCT00285480"
"NCT00255775","NCT00090350"
"NCT00256750","NCT00432497"
"NCT00257400","NCT00843674"
"NCT00257673","NCT00605501"
"NCT00257738","NCT00704041"
"NCT00259740","NCT00337363"
"NCT00259987","NCT00345995"
"NCT00261729","NCT00240201"
"NCT00262184","NCT00154908"
"NCT00262314","NCT00016614"
"NCT00262743","NCT00166335"
"NCT00262821","NCT00704873"
"NCT00262938","NCT00420979"
"NCT00265304","NCT00371358"
"NCT00265759","NCT00698971"
"NCT00267085","NCT00392600"
"NCT00267592","NCT00082992"
"NCT00267865","NCT00304044"
"NCT00267969","NCT01585714"
"NCT00269828","NCT00317824"
"NCT00270270","NCT00547313"
"NCT00270283","NCT00473759"
"NCT00270361","NCT00040612"
"NCT00270452","NCT00313638"
"NCT00270465","NCT00255853"
"NCT00271609","NCT00290797"
"NCT00272038","NCT00321841"
"NCT00272181","NCT00335842"
"NCT00272350","NCT00293566"
"NCT00272441","NCT00000622"
"NCT00272454","NCT00272129"
"NCT00272649","NCT00309829"
"NCT00273364","NCT03133403"
"NCT00273546","NCT00004214"
"NCT00273910","NCT00304057"
"NCT00274287","NCT00336037"
"NCT00274677","NCT00076882"
"NCT00275002","NCT00291291"
"NCT00276159","NCT00326937"
"NCT00276523","NCT00078416"
"NCT00276991","NCT00385424"
"NCT00276991","NCT00505193"
"NCT00276991","NCT00554060"
"NCT00278304","NCT00214396"
"NCT00278551","NCT00017615"
"NCT00278577","NCT00014703"
"NCT00280787","NCT00522366"
"NCT00282100","NCT00228501"
"NCT00283062","NCT00343967"
"NCT00283608","NCT00366054"
"NCT00283725","NCT01712932"
"NCT00284245","NCT00915395"
"NCT00285350","NCT00127894"
"NCT00285428","NCT00112970"
"NCT00285779","NCT00568581"
"NCT00285779","NCT00691106"
"NCT00286364","NCT00150501"
"NCT00287287","NCT00381498"
"NCT00287495","NCT00304122"
"NCT00288119","NCT00058877"
"NCT00288275","NCT00301717"
"NCT00288938","NCT00335530"
"NCT00289926","NCT00394342"
"NCT00290472","NCT00084474"
"NCT00290485","NCT00363103"
"NCT00290771","NCT00292149"
"NCT00290810","NCT01646996"
"NCT00290810","NCT01664364"
"NCT00290823","NCT00344396"
"NCT00291317","NCT00374816"
"NCT00291941","NCT00739726"
"NCT00291954","NCT00671762"
"NCT00291980","NCT00739804"
"NCT00293176","NCT00100022"
"NCT00293345","NCT01645527"
"NCT00294723","NCT00853359"
"NCT00295165","NCT00295321"
"NCT00295932","NCT00859443"
"NCT00295958","NCT00263510"
"NCT00295984","NCT00339755"
"NCT00296114","NCT00250107"
"NCT00296647","NCT00106873"
"NCT00297258","NCT00293449"
"NCT00297427","NCT00177450"
"NCT00297895","NCT00389571"
"NCT00298779","NCT00107302"
"NCT00299273","NCT00503373"
"NCT00299819","NCT00394719"
"NCT00301093","NCT00215475"
"NCT00301119","NCT00212524"
"NCT00301899","NCT00263224"
"NCT00301990","NCT00142142"
"NCT00302016","NCT00532649"
"NCT00302107","NCT00449189"
"NCT00302159","NCT00313664"
"NCT00302861","NCT00313651"
"NCT00303433","NCT00303095"
"NCT00303472","NCT00548028"
"NCT00303836","NCT00255203"
"NCT00303940","NCT00261885"
"NCT00303992","NCT00145821"
"NCT00304083","NCT00266890"
"NCT00304330","NCT00332423"
"NCT00304460","NCT00331617"
"NCT00304525","NCT00324935"
"NCT00305110","NCT01006850"
"NCT00305656","NCT00254943"
"NCT00305825","NCT00187694"
"NCT00307684","NCT00980499"
"NCT00308165","NCT00324844"
"NCT00308165","NCT00452959"
"NCT00308724","NCT00081393"
"NCT00310089","NCT00273923"
"NCT00310180","NCT00554931"
"NCT00310427","NCT00401037"
"NCT00310791","NCT01343771"
"NCT00310830","NCT00307359"
"NCT00311688","NCT00359749"
"NCT00313196","NCT00307372"
"NCT00313560","NCT00962520"
"NCT00313729","NCT00187642"
"NCT00314093","NCT00331461"
"NCT00314106","NCT00335127"
"NCT00314743","NCT00285272"
"NCT00315458","NCT01137279"
"NCT00317538","NCT00094471"
"NCT00317733","NCT01309464"
"NCT00318110","NCT00429130"
"NCT00318955","NCT00248001"
"NCT00319332","NCT00078676"
"NCT00319501","NCT01079156"
"NCT00319748","NCT00363493"
"NCT00319813","NCT00479869"
"NCT00320216","NCT00322998"
"NCT00320372","NCT00657215"
"NCT00320658","NCT00342420"
"NCT00320801","NCT01137422"
"NCT00321399","NCT00575289"
"NCT00321555","NCT00337311"
"NCT00321581","NCT00354848"
"NCT00321594","NCT01251445"
"NCT00322140","NCT00352040"
"NCT00322205","NCT00326755"
"NCT00324025","NCT00804635"
"NCT00324480","NCT01645514"
"NCT00324480","NCT01664377"
"NCT00324727","NCT00291252"
"NCT00325494","NCT00349154"
"NCT00325494","NCT00377013"
"NCT00325754","NCT00119860"
"NCT00326170","NCT01575691"
"NCT00326417","NCT00335608"
"NCT00326417","NCT00474747"
"NCT00326495","NCT00343772"
"NCT00326872","NCT01646970"
"NCT00326872","NCT01664390"
"NCT00327522","NCT00309153"
"NCT00327600","NCT00301132"
"NCT00327665","NCT00328003"
"NCT00328666","NCT00271895"
"NCT00328861","NCT00354055"
"NCT00329030","NCT00415012"
"NCT00329199","NCT00372554"
"NCT00329225","NCT00054782"
"NCT00329745","NCT00329953"
"NCT00329745","NCT00331734"
"NCT00331136","NCT00329875"
"NCT00331344","NCT01648374"
"NCT00331643","NCT00318526"
"NCT00331955","NCT00365079"
"NCT00332644","NCT00109447"
"NCT00333138","NCT00235430"
"NCT00333424","NCT00476749"
"NCT00333424","NCT00859248"
"NCT00333424","NCT00859820"
"NCT00333801","NCT00260507"
"NCT00334893","NCT01645592"
"NCT00334893","NCT01664403"
"NCT00335491","NCT00286715"
"NCT00336934","NCT00413530"
"NCT00337662","NCT00373321"
"NCT00337818","NCT00337844"
"NCT00337818","NCT00337857"
"NCT00337818","NCT00338169"
"NCT00337883","NCT00090883"
"NCT00339222","NCT00556829"
"NCT00339248","NCT00898586"
"NCT00339274","NCT00897572"
"NCT00339430","NCT00897689"
"NCT00339469","NCT00557063"
"NCT00339638","NCT00897013"
"NCT00339664","NCT00898196"
"NCT00339742","NCT00544843"
"NCT00339742","NCT01338207"
"NCT00339768","NCT00134121"
"NCT00339768","NCT01338155"
"NCT00339807","NCT00544661"
"NCT00339859","NCT00559325"
"NCT00339898","NCT00899236"
"NCT00339989","NCT00558389"
"NCT00340054","NCT00481910"
"NCT00340392","NCT00900315"
"NCT00340457","NCT00546338"
"NCT00340457","NCT01338220"
"NCT00340535","NCT00559793"
"NCT00340535","NCT01338272"
"NCT00340756","NCT00899925"
"NCT00340808","NCT00556556"
"NCT00341016","NCT00558974"
"NCT00341016","NCT01338233"
"NCT00341094","NCT00558610"
"NCT00341094","NCT01338259"
"NCT00341276","NCT00558415"
"NCT00341276","NCT01338246"
"NCT00341523","NCT00005885"
"NCT00342056","NCT00897000"
"NCT00342186","NCT00565825"
"NCT00342212","NCT00602810"
"NCT00342537","NCT00897598"
"NCT00342771","NCT00556725"
"NCT00342836","NCT00899730"
"NCT00342862","NCT00168675"
"NCT00342888","NCT00556985"
"NCT00343109","NCT00369525"
"NCT00343473","NCT00343746"
"NCT00343915","NCT00787228"
"NCT00345176","NCT00409513"
"NCT00345345","NCT00365066"
"NCT00345371","NCT00431652"
"NCT00345852","NCT00109694"
"NCT00346008","NCT00482534"
"NCT00346255","NCT00625508"
"NCT00346385","NCT00625287"
"NCT00347204","NCT00405028"
"NCT00349869","NCT00346307"
"NCT00350051","NCT00430222"
"NCT00350415","NCT00336440"
"NCT00350727","NCT00412711"
"NCT00351975","NCT00336804"
"NCT00352001","NCT00326846"
"NCT00352131","NCT00625716"
"NCT00352313","NCT00340041"
"NCT00352638","NCT00491205"
"NCT00353158","NCT00411008"
"NCT00354276","NCT00389623"
"NCT00354627","NCT00613236"
"NCT00354913","NCT00611234"
"NCT00355134","NCT00774670"
"NCT00356369","NCT00356499"
"NCT00356369","NCT00356538"
"NCT00356369","NCT00356577"
"NCT00356369","NCT00356694"
"NCT00356369","NCT00356876"
"NCT00356460","NCT00381745"
"NCT00356889","NCT01646957"
"NCT00356889","NCT01664416"
"NCT00356980","NCT00328406"
"NCT00357162","NCT01647009"
"NCT00357162","NCT01664429"
"NCT00357448","NCT00268801"
"NCT00357461","NCT00325052"
"NCT00357500","NCT00165321"
"NCT00358501","NCT00410917"
"NCT00358540","NCT00408837"
"NCT00358644","NCT00238095"
"NCT00358852","NCT01991496"
"NCT00359125","NCT00363064"
"NCT00359320","NCT00432848"
"NCT00359606","NCT00378807"
"NCT00359619","NCT00359502"
"NCT00359619","NCT00359528"
"NCT00359619","NCT00359827"
"NCT00359983","NCT00360113"
"NCT00359983","NCT00360165"
"NCT00360269","NCT00227851"
"NCT00360490","NCT00360620"
"NCT00360776","NCT00331591"
"NCT00361348","NCT00964509"
"NCT00362713","NCT00462930"
"NCT00363714","NCT00495742"
"NCT00365391","NCT01649076"
"NCT00366145","NCT00476840"
"NCT00366418","NCT00389961"
"NCT00366639","NCT00530673"
"NCT00367458","NCT00923546"
"NCT00367666","NCT00194337"
"NCT00368082","NCT00675571"
"NCT00369122","NCT01530633"
"NCT00371774","NCT00214799"
"NCT00374946","NCT00289692"
"NCT00376415","NCT00200772"
"NCT00376480","NCT00475384"
"NCT00376688","NCT00360542"
"NCT00376805","NCT00167193"
"NCT00377104","NCT01645579"
"NCT00377637","NCT00121082"
"NCT00378534","NCT00398346"
"NCT00378638","NCT00372866"
"NCT00381940","NCT01648439"
"NCT00383097","NCT00608478"
"NCT00383786","NCT00211861"
"NCT00383890","NCT00411775"
"NCT00385268","NCT00295451"
"NCT00386243","NCT00449475"
"NCT00386256","NCT00929149"
"NCT00387608","NCT00347633"
"NCT00387621","NCT00818974"
"NCT00387647","NCT00365664"
"NCT00387660","NCT00462800"
"NCT00387868","NCT00509522"
"NCT00387998","NCT00380432"
"NCT00388336","NCT00090935"
"NCT00388960","NCT00424073"
"NCT00389467","NCT00094588"
"NCT00390325","NCT01645631"
"NCT00390416","NCT00403468"
"NCT00391222","NCT01205113"
"NCT00393172","NCT00354718"
"NCT00393224","NCT00898248"
"NCT00393380","NCT00579722"
"NCT00393757","NCT00776061"
"NCT00393796","NCT01225848"
"NCT00394576","NCT00693277"
"NCT00396019","NCT00678951"
"NCT00396864","NCT00385814"
"NCT00398281","NCT00330057"
"NCT00398515","NCT01645553"
"NCT00398515","NCT01664442"
"NCT00399529","NCT00397371"
"NCT00400153","NCT00847652"
"NCT00400179","NCT00128609"
"NCT00400699","NCT00304343"
"NCT00400946","NCT00165165"
"NCT00401388","NCT00411502"
"NCT00401869","NCT00526825"
"NCT00402597","NCT01151332"
"NCT00402961","NCT00425412"
"NCT00404339","NCT00235612"
"NCT00404365","NCT00369369"
"NCT00404898","NCT01751711"
"NCT00404989","NCT01137981"
"NCT00406809","NCT00408811"
"NCT00407407","NCT00405223"
"NCT00408031","NCT00781014"
"NCT00408213","NCT00231088"
"NCT00408694","NCT00707096"
"NCT00409565","NCT00407810"
"NCT00410605","NCT00406328"
"NCT00410670","NCT00558714"
"NCT00410826","NCT01009489"
"NCT00411086","NCT00409474"
"NCT00411645","NCT00430339"
"NCT00412360","NCT00429598"
"NCT00412750","NCT00376389"
"NCT00412867","NCT00412945"
"NCT00413075","NCT00411476"
"NCT00413218","NCT00444366"
"NCT00414518","NCT00525070"
"NCT00414518","NCT01030172"
"NCT00414609","NCT00699075"
"NCT00414648","NCT00408343"
"NCT00414648","NCT00720746"
"NCT00414960","NCT00387816"
"NCT00415025","NCT00214188"
"NCT00416598","NCT01647074"
"NCT00416793","NCT00409877"
"NCT00420485","NCT00462163"
"NCT00421044","NCT00478920"
"NCT00421538","NCT00539058"
"NCT00421798","NCT00763854"
"NCT00422058","NCT00480909"
"NCT00423085","NCT00531609"
"NCT00423865","NCT00406666"
"NCT00424346","NCT00471198"
"NCT00424346","NCT00784628"
"NCT00424359","NCT01355250"
"NCT00424658","NCT00424879"
"NCT00425035","NCT00036530"
"NCT00425204","NCT00081185"
"NCT00425321","NCT00766610"
"NCT00425347","NCT00429741"
"NCT00425542","NCT00974207"
"NCT00425607","NCT00426088"
"NCT00425672","NCT00364208"
"NCT00426660","NCT02783001"
"NCT00426764","NCT00924378"
"NCT00427726","NCT01444937"
"NCT00427895","NCT00488852"
"NCT00427895","NCT00774410"
"NCT00428272","NCT01445093"
"NCT00430053","NCT00075322"
"NCT00430846","NCT00412282"
"NCT00431639","NCT00103688"
"NCT00431847","NCT01710475"
"NCT00433394","NCT00228709"
"NCT00433745","NCT00458965"
"NCT00434161","NCT00964925"
"NCT00435123","NCT00458939"
"NCT00435942","NCT00998491"
"NCT00436254","NCT00194662"
"NCT00436501","NCT00427518"
"NCT00437502","NCT00469677"
"NCT00437853","NCT00262535"
"NCT00438282","NCT00053664"
"NCT00439231","NCT00465127"
"NCT00439413","NCT00462514"
"NCT00439608","NCT01904435"
"NCT00442013","NCT00604851"
"NCT00443118","NCT01126489"
"NCT00443196","NCT00531388"
"NCT00445198","NCT00929513"
"NCT00446914","NCT00425828"
"NCT00447954","NCT00277134"
"NCT00448357","NCT00618306"
"NCT00449644","NCT00614627"
"NCT00449644","NCT00980265"
"NCT00450138","NCT00411710"
"NCT00450502","NCT01445184"
"NCT00450931","NCT00386932"
"NCT00450944","NCT00272298"
"NCT00451022","NCT01444963"
"NCT00451191","NCT00395525"
"NCT00451971","NCT00251667"
"NCT00454324","NCT00521313"
"NCT00456599","NCT00426738"
"NCT00457860","NCT00453284"
"NCT00458393","NCT00350324"
"NCT00458679","NCT00602121"
"NCT00459706","NCT00595452"
"NCT00459732","NCT00480415"
"NCT00459953","NCT01330069"
"NCT00460421","NCT00896506"
"NCT00462605","NCT00466115"
"NCT00465595","NCT00850967"
"NCT00466245","NCT00170651"
"NCT00466726","NCT00452933"
"NCT00467844","NCT00832104"
"NCT00468728","NCT00427869"
"NCT00469508","NCT00462293"
"NCT00469729","NCT00763334"
"NCT00470561","NCT00464906"
"NCT00470873","NCT00459394"
"NCT00470886","NCT00458692"
"NCT00471003","NCT00459095"
"NCT00471133","NCT00466427"
"NCT00471328","NCT00488150"
"NCT00471393","NCT00699647"
"NCT00471497","NCT00718263"
"NCT00471562","NCT01581268"
"NCT00472108","NCT00022503"
"NCT00474175","NCT00836511"
"NCT00474383","NCT01798615"
"NCT00474734","NCT00472979"
"NCT00475150","NCT01646983"
"NCT00475150","NCT01664455"
"NCT00476242","NCT00126711"
"NCT00476554","NCT00475995"
"NCT00477607","NCT00570596"
"NCT00477880","NCT00268736"
"NCT00478361","NCT00477438"
"NCT00479726","NCT00479414"
"NCT00479726","NCT00479453"
"NCT00480025","NCT00638105"
"NCT00481195","NCT00547222"
"NCT00481611","NCT00353132"
"NCT00481611","NCT01338194"
"NCT00481754","NCT00342680"
"NCT00481793","NCT00342901"
"NCT00481793","NCT01338168"
"NCT00482092","NCT00609232"
"NCT00482118","NCT00341926"
"NCT00482352","NCT00228722"
"NCT00482677","NCT00493207"
"NCT00482846","NCT01654744"
"NCT00482989","NCT00566163"
"NCT00486525","NCT00526526"
"NCT00487656","NCT01090115"
"NCT00488241","NCT01646658"
"NCT00488423","NCT00554593"
"NCT00488592","NCT00499772"
"NCT00488774","NCT01842152"
"NCT00489086","NCT00500643"
"NCT00489528","NCT00013988"
"NCT00490139","NCT00609024"
"NCT00491894","NCT00425087"
"NCT00496626","NCT00926822"
"NCT00496834","NCT01001416"
"NCT00498550","NCT00149955"
"NCT00500812","NCT00104221"
"NCT00502541","NCT00031525"
"NCT00503035","NCT00258219"
"NCT00503568","NCT00247065"
"NCT00503841","NCT01654757"
"NCT00506753","NCT00249028"
"NCT00507767","NCT00513227"
"NCT00508651","NCT01150799"
"NCT00509171","NCT00753376"
"NCT00509301","NCT00516789"
"NCT00510718","NCT00513812"
"NCT00510783","NCT00832858"
"NCT00511550","NCT00005930"
"NCT00512798","NCT00209248"
"NCT00513435","NCT01645618"
"NCT00513435","NCT01664468"
"NCT00513695","NCT00831584"
"NCT00514475","NCT00505674"
"NCT00514501","NCT00585663"
"NCT00515892","NCT00522483"
"NCT00516087","NCT00682864"
"NCT00518609","NCT00098176"
"NCT00519831","NCT00330031"
"NCT00520000","NCT00254098"
"NCT00520091","NCT00280124"
"NCT00520741","NCT01058954"
"NCT00520936","NCT00459147"
"NCT00520936","NCT00739427"
"NCT00521144","NCT01645657"
"NCT00521300","NCT00241033"
"NCT00521651","NCT00340067"
"NCT00523237","NCT00627939"
"NCT00523991","NCT00460772"
"NCT00524368","NCT00613990"
"NCT00525525","NCT00535249"
"NCT00526812","NCT00346203"
"NCT00527657","NCT01867619"
"NCT00527865","NCT00718900"
"NCT00528528","NCT00614497"
"NCT00529100","NCT00470730"
"NCT00529997","NCT00479544"
"NCT00532194","NCT00544973"
"NCT00532233","NCT00843999"
"NCT00534911","NCT00596869"
"NCT00538785","NCT00240890"
"NCT00538850","NCT00589342"
"NCT00538863","NCT00589004"
"NCT00540332","NCT00965159"
"NCT00540449","NCT00613639"
"NCT00540605","NCT00572273"
"NCT00540865","NCT00504868"
"NCT00541099","NCT01665443"
"NCT00541697","NCT00093106"
"NCT00542087","NCT00092794"
"NCT00542243","NCT00547079"
"NCT00543140","NCT00813462"
"NCT00543335","NCT01636921"
"NCT00543725","NCT00614692"
"NCT00544752","NCT01315600"
"NCT00545649","NCT00569218"
"NCT00547144","NCT00568932"
"NCT00547339","NCT03554369"
"NCT00547378","NCT00549094"
"NCT00547443","NCT00975260"
"NCT00549185","NCT00539682"
"NCT00550147","NCT00198211"
"NCT00550368","NCT00549224"
"NCT00551525","NCT01317043"
"NCT00552500","NCT00161512"
"NCT00552916","NCT00538837"
"NCT00553189","NCT01445353"
"NCT00553332","NCT01645644"
"NCT00553839","NCT01100138"
"NCT00553878","NCT00516815"
"NCT00554086","NCT00260455"
"NCT00554229","NCT00707395"
"NCT00554515","NCT00536757"
"NCT00555152","NCT00570453"
"NCT00555425","NCT00595400"
"NCT00555984","NCT00524082"
"NCT00555997","NCT00657592"
"NCT00556439","NCT00788268"
"NCT00557492","NCT00428324"
"NCT00558896","NCT01219634"
"NCT00559039","NCT00340145"
"NCT00559065","NCT00516568"
"NCT00559208","NCT00397085"
"NCT00559507","NCT01645605"
"NCT00559507","NCT01664481"
"NCT00559598","NCT00342979"
"NCT00559949","NCT00589940"
"NCT00560144","NCT00557271"
"NCT00560716","NCT00530465"
"NCT00561015","NCT00613704"
"NCT00561353","NCT00614185"
"NCT00563212","NCT00212563"
"NCT00564460","NCT00547430"
"NCT00565721","NCT00923767"
"NCT00566202","NCT00761293"
"NCT00566410","NCT00570076"
"NCT00566449","NCT00767078"
"NCT00567229","NCT00590486"
"NCT00567580","NCT01312974"
"NCT00567931","NCT00617422"
"NCT00568256","NCT00571532"
"NCT00568347","NCT00569348"
"NCT00568425","NCT00533325"
"NCT00568490","NCT00185822"
"NCT00568698","NCT00083746"
"NCT00568802","NCT00084006"
"NCT00568867","NCT00507624"
"NCT00570401","NCT00590057"
"NCT00571701","NCT00297999"
"NCT00572182","NCT00923208"
"NCT00572728","NCT00566293"
"NCT00573170","NCT00599157"
"NCT00573170","NCT01812408"
"NCT00573287","NCT00063349"
"NCT00573404","NCT00495001"
"NCT00573989","NCT01580449"
"NCT00574366","NCT00179270"
"NCT00576095","NCT00048269"
"NCT00576095","NCT00185926"
"NCT00576381","NCT00516529"
"NCT00577707","NCT00602238"
"NCT00577889","NCT01647022"
"NCT00578032","NCT00573625"
"NCT00578461","NCT00653289"
"NCT00578539","NCT00647010"
"NCT00578591","NCT00624897"
"NCT00578864","NCT00600132"
"NCT00578903","NCT00598221"
"NCT00579111","NCT00625144"
"NCT00579137","NCT00609258"
"NCT00579423","NCT00016120"
"NCT00579800","NCT00514319"
"NCT00580060","NCT00085137"
"NCT00580268","NCT00320645"
"NCT00580801","NCT00614237"
