"nct_id","alias"
"NCT00581672","NCT00602654"
"NCT00581958","NCT00899886"
"NCT00582751","NCT00577291"
"NCT00582907","NCT00767143"
"NCT00583401","NCT00557479"
"NCT00585312","NCT00393016"
"NCT00585312","NCT00534040"
"NCT00585533","NCT00204724"
"NCT00585546","NCT00701116"
"NCT00586066","NCT00645476"
"NCT00586092","NCT00276562"
"NCT00586391","NCT00608270"
"NCT00586508","NCT00559923"
"NCT00586547","NCT00622297"
"NCT00586846","NCT00072306"
"NCT00587067","NCT00310102"
"NCT00587093","NCT00502151"
"NCT00587431","NCT00070369"
"NCT00587470","NCT00014846"
"NCT00589212","NCT00096252"
"NCT00589290","NCT00720187"
"NCT00589784","NCT00561665"
"NCT00590083","NCT00111033"
"NCT00590343","NCT00627198"
"NCT00590369","NCT00583141"
"NCT00590460","NCT00058565"
"NCT00590629","NCT00192010"
"NCT00590915","NCT01009164"
"NCT00590954","NCT00400920"
"NCT00591175","NCT00070798"
"NCT00594815","NCT00059956"
"NCT00595764","NCT00632151"
"NCT00597129","NCT00303680"
"NCT00597519","NCT00388102"
"NCT00600353","NCT00631930"
"NCT00600925","NCT01150773"
"NCT00601055","NCT00504569"
"NCT00601913","NCT01588613"
"NCT00603304","NCT00097136"
"NCT00604201","NCT00608413"
"NCT00604721","NCT00550719"
"NCT00604721","NCT01656291"
"NCT00605280","NCT00148811"
"NCT00606996","NCT01831349"
"NCT00607724","NCT00862771"
"NCT00608517","NCT00244036"
"NCT00609219","NCT00074594"
"NCT00611247","NCT00426309"
"NCT00611715","NCT00179296"
"NCT00612313","NCT00599300"
"NCT00612560","NCT00635908"
"NCT00612612","NCT00574938"
"NCT00614458","NCT00576290"
"NCT00616291","NCT00711334"
"NCT00616434","NCT00750490"
"NCT00617409","NCT00618891"
"NCT00617617","NCT00027950"
"NCT00618969","NCT00840424"
"NCT00619112","NCT00539552"
"NCT00620087","NCT00963014"
"NCT00622401","NCT00731406"
"NCT00623441","NCT00265668"
"NCT00625846","NCT01648387"
"NCT00625846","NCT02653053"
"NCT00626639","NCT00963378"
"NCT00628199","NCT00553826"
"NCT00629200","NCT01479309"
"NCT00630084","NCT01006512"
"NCT00631163","NCT01199003"
"NCT00631358","NCT00806702"
"NCT00632138","NCT00237029"
"NCT00632632","NCT00161499"
"NCT00634231","NCT00729105"
"NCT00634361","NCT00237835"
"NCT00634933","NCT01616706"
"NCT00635284","NCT00573677"
"NCT00635570","NCT00145899"
"NCT00635856","NCT00033579"
"NCT00636116","NCT00884156"
"NCT00636337","NCT00735202"
"NCT00636636","NCT01465321"
"NCT00637897","NCT01055288"
"NCT00638235","NCT00793039"
"NCT00639678","NCT02075814"
"NCT00640328","NCT01526993"
"NCT00642941","NCT00615680"
"NCT00643097","NCT00090597"
"NCT00644059","NCT01015885"
"NCT00645645","NCT00341978"
"NCT00646555","NCT00073567"
"NCT00646555","NCT00899314"
"NCT00651833","NCT00227578"
"NCT00652054","NCT00227604"
"NCT00652561","NCT00227552"
"NCT00653042","NCT00090792"
"NCT00654238","NCT00601783"
"NCT00656175","NCT00755612"
"NCT00658320","NCT00856466"
"NCT00661180","NCT00085007"
"NCT00662090","NCT00898339"
"NCT00662103","NCT00665080"
"NCT00663611","NCT00663676"
"NCT00665041","NCT00742651"
"NCT00665249","NCT01117259"
"NCT00665353","NCT00735982"
"NCT00665847","NCT00750542"
"NCT00666991","NCT00708864"
"NCT00667810","NCT00909623"
"NCT00671801","NCT02369367"
"NCT00672048","NCT01733498"
"NCT00674024","NCT01445496"
"NCT00674804","NCT00732667"
"NCT00675285","NCT00496496"
"NCT00676143","NCT00909675"
"NCT00676507","NCT00641966"
"NCT00678132","NCT01445457"
"NCT00678691","NCT00568919"
"NCT00678769","NCT00678223"
"NCT00678886","NCT00893022"
"NCT00679185","NCT00400049"
"NCT00679354","NCT01648400"
"NCT00680225","NCT00541528"
"NCT00683462","NCT00683215"
"NCT00683930","NCT00140127"
"NCT00683969","NCT00090636"
"NCT00684905","NCT00956995"
"NCT00687102","NCT00571857"
"NCT00687687","NCT00588744"
"NCT00687765","NCT00589576"
"NCT00687804","NCT00906464"
"NCT00688376","NCT00687635"
"NCT00690339","NCT00557674"
"NCT00690898","NCT00225134"
"NCT00690924","NCT01896804"
"NCT00693095","NCT00627224"
"NCT00693992","NCT01647087"
"NCT00694707","NCT00892528"
"NCT00696631","NCT00543699"
"NCT00696813","NCT01615133"
"NCT00698685","NCT00543283"
"NCT00698867","NCT00515515"
"NCT00701103","NCT00282737"
"NCT00702299","NCT00548873"
"NCT00702767","NCT00516997"
"NCT00703846","NCT01337284"
"NCT00705432","NCT00795431"
"NCT00706329","NCT00839618"
"NCT00707304","NCT00937209"
"NCT00707889","NCT00788411"
"NCT00708162","NCT00707733"
"NCT00710151","NCT00706472"
"NCT00710762","NCT00370175"
"NCT00710970","NCT00589017"
"NCT00711555","NCT00229489"
"NCT00711568","NCT00108472"
"NCT00713349","NCT00693810"
"NCT00714493","NCT01281449"
"NCT00714701","NCT00084357"
"NCT00715637","NCT00509912"
"NCT00717613","NCT00729066"
"NCT00719732","NCT00762203"
"NCT00719901","NCT01647048"
"NCT00720226","NCT00720044"
"NCT00722163","NCT00495911"
"NCT00725686","NCT00455481"
"NCT00725712","NCT00415480"
"NCT00725764","NCT00482326"
"NCT00726323","NCT00345423"
"NCT00727233","NCT01445470"
"NCT00728377","NCT01141582"
"NCT00728728","NCT00639886"
"NCT00728845","NCT00933803"
"NCT00730236","NCT00603161"
"NCT00731692","NCT01779934"
"NCT00732745","NCT01019304"
"NCT00734682","NCT00745082"
"NCT00735917","NCT01647035"
"NCT00737256","NCT00819689"
"NCT00738582","NCT00923455"
"NCT00738946","NCT00745979"
"NCT00738972","NCT00621127"
"NCT00739609","NCT00788086"
"NCT00741858","NCT00565435"
"NCT00742131","NCT00105924"
"NCT00742625","NCT01647061"
"NCT00743028","NCT00923689"
"NCT00743067","NCT00349609"
"NCT00744965","NCT00942552"
"NCT00745732","NCT02087839"
"NCT00748527","NCT00514124"
"NCT00749411","NCT00843206"
"NCT00749580","NCT00717964"
"NCT00750269","NCT01317056"
"NCT00752206","NCT00923286"
"NCT00753207","NCT00566748"
"NCT00753688","NCT00794521"
"NCT00753740","NCT01565421"
"NCT00753818","NCT00222157"
"NCT00755768","NCT00454727"
"NCT00755976","NCT00632177"
"NCT00756652","NCT00495534"
"NCT00759395","NCT00738270"
"NCT00760019","NCT00762827"
"NCT00761813","NCT00557167"
"NCT00763438","NCT00563550"
"NCT00766246","NCT00735891"
"NCT00767754","NCT00515749"
"NCT00767871","NCT00461383"
"NCT00769470","NCT02668939"
"NCT00769821","NCT00501436"
"NCT00770497","NCT00975624"
"NCT00770588","NCT00769639"
"NCT00770822","NCT00485381"
"NCT00772486","NCT00796016"
"NCT00773071","NCT00972166"
"NCT00773734","NCT00953875"
"NCT00773734","NCT01130116"
"NCT00773955","NCT01647113"
"NCT00776295","NCT00609583"
"NCT00776594","NCT01019031"
"NCT00777114","NCT00398762"
"NCT00777829","NCT00773032"
"NCT00778154","NCT00778635"
"NCT00778817","NCT00810537"
"NCT00778999","NCT00628641"
"NCT00782340","NCT00879567"
"NCT00782613","NCT00757861"
"NCT00786279","NCT01377727"
"NCT00789880","NCT01078259"
"NCT00790517","NCT00866372"
"NCT00791271","NCT02605473"
"NCT00794547","NCT00470431"
"NCT00794911","NCT00794937"
"NCT00796042","NCT00569205"
"NCT00796055","NCT00924235"
"NCT00798044","NCT00622154"
"NCT00798876","NCT00836615"
"NCT00798889","NCT00569725"
"NCT00801151","NCT00801840"
"NCT00806988","NCT00838786"
"NCT00807040","NCT00919256"
"NCT00807872","NCT00808847"
"NCT00809575","NCT00872768"
"NCT00810433","NCT00786955"
"NCT00812136","NCT00800020"
"NCT00814541","NCT00567138"
"NCT00815152","NCT00849498"
"NCT00816036","NCT00962858"
"NCT00818584","NCT00906230"
"NCT00819832","NCT00756054"
"NCT00822887","NCT00721292"
"NCT00823459","NCT00831324"
"NCT00828529","NCT00980291"
"NCT00829296","NCT01059916"
"NCT00832000","NCT00721942"
"NCT00832650","NCT00892034"
"NCT00832884","NCT00720863"
"NCT00833105","NCT00437515"
"NCT00835900","NCT00957515"
"NCT00840658","NCT01719939"
"NCT00840996","NCT00706524"
"NCT00843271","NCT00094224"
"NCT00844753","NCT00699205"
"NCT00847496","NCT00793533"
"NCT00847626","NCT00892645"
"NCT00847704","NCT00600184"
"NCT00848627","NCT00831558"
"NCT00849290","NCT00090922"
"NCT00849290","NCT00170066"
"NCT00849290","NCT00513006"
"NCT00849654","NCT01177878"
"NCT00849693","NCT00892294"
"NCT00850057","NCT00783874"
"NCT00852774","NCT01375192"
"NCT00853996","NCT00855751"
"NCT00854100","NCT03605784"
"NCT00855010","NCT00896116"
"NCT00855205","NCT00552318"
"NCT00858078","NCT00954239"
"NCT00858338","NCT00058916"
"NCT00858845","NCT01046344"
"NCT00858845","NCT01826643"
"NCT00858858","NCT00849420"
"NCT00859118","NCT00839215"
"NCT00859508","NCT00454844"
"NCT00861549","NCT00766428"
"NCT00861549","NCT00926679"
"NCT00862082","NCT00838604"
"NCT00862134","NCT00840021"
"NCT00864032","NCT00805727"
"NCT00865566","NCT00919789"
"NCT00867048","NCT00821171"
"NCT00867139","NCT00865800"
"NCT00867828","NCT00861289"
"NCT00868660","NCT01429922"
"NCT00871299","NCT01021254"
"NCT00871975","NCT00849225"
"NCT00872677","NCT00082056"
"NCT00873041","NCT01185106"
"NCT00874276","NCT00874705"
"NCT00875823","NCT00616525"
"NCT00879255","NCT00769977"
"NCT00880022","NCT01097291"
"NCT00880334","NCT00378794"
"NCT00880360","NCT00238186"
"NCT00880503","NCT00898001"
"NCT00880789","NCT01017705"
"NCT00881023","NCT00595803"
"NCT00881023","NCT01508442"
"NCT00881075","NCT00340925"
"NCT00883545","NCT00903097"
"NCT00884052","NCT00461409"
"NCT00884481","NCT00966797"
"NCT00885508","NCT00922298"
"NCT00889928","NCT00821704"
"NCT00890747","NCT01727102"
"NCT00891774","NCT00871988"
"NCT00891995","NCT00505206"
"NCT00895011","NCT01171001"
"NCT00895895","NCT01312896"
"NCT00895960","NCT02661113"
"NCT00896181","NCT00841997"
"NCT00896324","NCT00866931"
"NCT00898079","NCT00228735"
"NCT00901069","NCT00589160"
"NCT00903201","NCT01051453"
"NCT00904241","NCT00256763"
"NCT00904345","NCT01250522"
"NCT00904579","NCT01445574"
"NCT00905060","NCT00912951"
"NCT00906321","NCT00953238"
"NCT00906334","NCT01326377"
"NCT00906594","NCT00766922"
"NCT00906958","NCT00773396"
"NCT00907738","NCT00588055"
"NCT00908076","NCT00849784"
"NCT00909948","NCT00981760"
"NCT00910676","NCT00960388"
"NCT00910806","NCT00980668"
"NCT00910858","NCT00360880"
"NCT00910871","NCT00980811"
"NCT00911053","NCT00686907"
"NCT00911092","NCT00932815"
"NCT00911859","NCT01710241"
"NCT00911911","NCT00959673"
"NCT00912223","NCT00867074"
"NCT00913185","NCT00419523"
"NCT00913757","NCT00980564"
"NCT00918333","NCT01417559"
"NCT00919750","NCT00228748"
"NCT00921232","NCT00958594"
"NCT00921895","NCT00799318"
"NCT00922519","NCT01065922"
"NCT00923013","NCT00781235"
"NCT00923052","NCT00892060"
"NCT00923065","NCT00898625"
"NCT00923117","NCT00713388"
"NCT00923130","NCT00820209"
"NCT00923169","NCT00899444"
"NCT00923195","NCT00814684"
"NCT00923221","NCT00899249"
"NCT00923247","NCT00863720"
"NCT00923273","NCT00636532"
"NCT00923351","NCT00526240"
"NCT00923364","NCT00884923"
"NCT00923377","NCT00898105"
"NCT00923390","NCT00870389"
"NCT00923442","NCT00900393"
"NCT00923481","NCT00907647"
"NCT00923507","NCT00769743"
"NCT00923520","NCT00888121"
"NCT00923650","NCT00891410"
"NCT00923728","NCT00890773"
"NCT00923741","NCT00709943"
"NCT00923780","NCT00898729"
"NCT00923806","NCT00809978"
"NCT00923845","NCT00641485"
"NCT00923910","NCT00608166"
"NCT00923936","NCT00902239"
"NCT00923949","NCT00751725"
"NCT00924001","NCT00537069"
"NCT00924040","NCT00850525"
"NCT00924066","NCT00798928"
"NCT00924092","NCT00887016"
"NCT00924131","NCT00909246"
"NCT00924170","NCT00794833"
"NCT00924196","NCT00693394"
"NCT00924209","NCT00874081"
"NCT00924287","NCT00805987"
"NCT00924313","NCT00771550"
"NCT00924326","NCT00862069"
"NCT00928278","NCT00977535"
"NCT00928941","NCT01584349"
"NCT00932256","NCT00931658"
"NCT00932360","NCT00750321"
"NCT00939380","NCT00953082"
"NCT00939770","NCT01182896"
"NCT00940056","NCT01047228"
"NCT00940563","NCT00942279"
"NCT00942422","NCT01589887"
"NCT00943410","NCT00006109"
"NCT00943592","NCT00572546"
"NCT00948662","NCT01298453"
"NCT00948766","NCT01054755"
"NCT00948948","NCT00495937"
"NCT00948948","NCT00582153"
"NCT00949689","NCT00961584"
"NCT00951561","NCT00456079"
"NCT00951561","NCT00587782"
"NCT00954109","NCT00572676"
"NCT00955019","NCT00629109"
"NCT00955747","NCT00451477"
"NCT00956007","NCT01311063"
"NCT00956787","NCT00930540"
"NCT00962325","NCT00820066"
"NCT00962780","NCT01098370"
"NCT00964249","NCT00753701"
"NCT00965276","NCT00896870"
"NCT00965523","NCT00633100"
"NCT00965562","NCT00683605"
"NCT00968357","NCT00514631"
"NCT00968500","NCT01324154"
"NCT00969878","NCT00142857"
"NCT00969878","NCT00218088"
"NCT00971620","NCT00842725"
"NCT00971789","NCT00722449"
"NCT00972205","NCT00658424"
"NCT00972283","NCT01193322"
"NCT00972309","NCT00908258"
"NCT00974168","NCT00624507"
"NCT00978081","NCT01019954"
"NCT00978627","NCT01087606"
"NCT00978796","NCT01227460"
"NCT00980460","NCT02265692"
"NCT00981006","NCT01697033"
"NCT00982228","NCT01198041"
"NCT00982644","NCT01193309"
"NCT00982696","NCT00905099"
"NCT00983580","NCT01647126"
"NCT00983710","NCT00903123"
"NCT00983710","NCT00903487"
"NCT00983723","NCT00682331"
"NCT00984308","NCT00807417"
"NCT00984763","NCT00605462"
"NCT00985413","NCT01230333"
"NCT00986323","NCT00986388"
"NCT00986323","NCT00986622"
"NCT00986323","NCT00986726"
"NCT00986323","NCT00986934"
"NCT00986479","NCT00995111"
"NCT00987389","NCT03919825"
"NCT00987480","NCT00850317"
"NCT00987480","NCT01082133"
"NCT00987753","NCT00004185"
"NCT00993694","NCT00960050"
"NCT00995020","NCT01733225"
"NCT00995501","NCT00433251"
"NCT00997425","NCT00797355"
"NCT00999492","NCT01061892"
"NCT00999830","NCT01937741"
"NCT01003769","NCT01021345"
"NCT01004731","NCT00027755"
"NCT01005472","NCT00859326"
"NCT01008917","NCT01013519"
"NCT01009086","NCT01902706"
"NCT01009905","NCT00615953"
"NCT01010061","NCT02035462"
"NCT01010854","NCT00437801"
"NCT01013441","NCT00870090"
"NCT01016522","NCT01035710"
"NCT01016964","NCT01042756"
"NCT01016977","NCT01334970"
"NCT01020435","NCT01230372"
"NCT01022541","NCT00450346"
"NCT01026337","NCT00915993"
"NCT01027195","NCT01448967"
"NCT01027390","NCT01056068"
"NCT01027416","NCT01658566"
"NCT01028885","NCT00977743"
"NCT01029366","NCT00891215"
"NCT01029652","NCT01071213"
"NCT01029652","NCT01160016"
"NCT01030536","NCT01086644"
"NCT01031173","NCT00726089"
"NCT01031953","NCT00939302"
"NCT01032135","NCT02689674"
"NCT01032278","NCT01311843"
"NCT01035632","NCT00385060"
"NCT01036009","NCT00975598"
"NCT01037075","NCT00686153"
"NCT01038778","NCT01043159"
"NCT01040871","NCT01826084"
"NCT01040897","NCT03370445"
"NCT01041508","NCT00884572"
"NCT01043705","NCT01043861"
"NCT01044264","NCT00807638"
"NCT01044966","NCT01026168"
"NCT01045707","NCT01169766"
"NCT01047566","NCT01117207"
"NCT01048827","NCT00824525"
"NCT01049945","NCT04567862"
"NCT01051635","NCT01245192"
"NCT01051934","NCT01041118"
"NCT01056562","NCT01007825"
"NCT01057355","NCT01100229"
"NCT01058070","NCT01057992"
"NCT01058070","NCT01058564"
"NCT01060371","NCT01223417"
"NCT01061151","NCT01253538"
"NCT01062451","NCT00249665"
"NCT01062503","NCT01016171"
"NCT01068236","NCT00451685"
"NCT01068327","NCT00705393"
"NCT01069809","NCT00595192"
"NCT01070511","NCT02207283"
"NCT01070511","NCT03076814"
"NCT01071148","NCT00893204"
"NCT01071200","NCT00267761"
"NCT01072838","NCT01019720"
"NCT01074268","NCT01190956"
"NCT01076244","NCT01130350"
"NCT01077739","NCT01069679"
"NCT01077908","NCT01115816"
"NCT01080131","NCT01137344"
"NCT01080131","NCT01194921"
"NCT01081769","NCT01359293"
"NCT01082588","NCT01363219"
"NCT01083810","NCT01081470"
"NCT01083810","NCT01083836"
"NCT01084785","NCT00157352"
"NCT01084785","NCT00157365"
"NCT01084785","NCT00157391"
"NCT01084785","NCT00157404"
"NCT01084785","NCT00157417"
"NCT01084785","NCT00157430"
"NCT01084785","NCT00157443"
"NCT01084785","NCT00157456"
"NCT01084785","NCT00157469"
"NCT01084785","NCT00157495"
"NCT01084785","NCT00181337"
"NCT01084785","NCT00181376"
"NCT01084785","NCT00181389"
"NCT01084785","NCT00181402"
"NCT01084785","NCT00181415"
"NCT01084785","NCT00181428"
"NCT01084785","NCT00181441"
"NCT01084785","NCT00181454"
"NCT01084785","NCT00181467"
"NCT01084785","NCT00181480"
"NCT01084785","NCT00181493"
"NCT01084785","NCT00181519"
"NCT01084785","NCT01067872"
"NCT01087775","NCT01552278"
"NCT01089101","NCT01386450"
"NCT01090323","NCT00171197"
"NCT01090427","NCT02166203"
"NCT01090479","NCT00829023"
"NCT01091155","NCT00859924"
"NCT01091181","NCT03498339"
"NCT01091714","NCT01173185"
"NCT01095094","NCT00792987"
"NCT01101815","NCT02046252"
"NCT01101854","NCT00618189"
"NCT01103505","NCT01314430"
"NCT01109004","NCT02257515"
"NCT01112527","NCT01036477"
"NCT01113034","NCT01131286"
"NCT01113164","NCT00856128"
"NCT01116232","NCT01534767"
"NCT01116648","NCT01115829"
"NCT01117168","NCT00799253"
"NCT01120210","NCT01678768"
"NCT01125891","NCT00822939"
"NCT01128673","NCT00993564"
"NCT01129362","NCT01079039"
"NCT01130077","NCT00862199"
"NCT01134627","NCT00381459"
"NCT01138150","NCT00868322"
"NCT01138501","NCT01250028"
"NCT01138605","NCT02923713"
"NCT01141569","NCT01145521"
"NCT01142466","NCT00283140"
"NCT01144494","NCT01342419"
"NCT01145456","NCT01189539"
"NCT01145664","NCT01314794"
"NCT01147016","NCT01658969"
"NCT01147536","NCT01073254"
"NCT01148849","NCT01195935"
"NCT01151020","NCT00923754"
"NCT01151670","NCT01586078"
"NCT01152398","NCT01158469"
"NCT01152489","NCT00910611"
"NCT01153035","NCT01420380"
"NCT01154673","NCT01101516"
"NCT01156051","NCT01153178"
"NCT01158651","NCT00652990"
"NCT01159405","NCT01374529"
"NCT01162928","NCT01148589"
"NCT01166009","NCT00923585"
"NCT01166009","NCT01160497"
"NCT01166009","NCT02401009"
"NCT01166685","NCT01097187"
"NCT01172535","NCT01338038"
"NCT01173393","NCT01172678"
"NCT01175369","NCT00296998"
"NCT01176513","NCT01313091"
"NCT01177618","NCT00106444"
"NCT01177735","NCT01426503"
"NCT01179308","NCT00999726"
"NCT01179737","NCT01531270"
"NCT01183559","NCT00462033"
"NCT01185262","NCT01348815"
"NCT01185782","NCT00467480"
"NCT01186913","NCT02108067"
"NCT01190488","NCT01235611"
"NCT01190592","NCT01787734"
"NCT01191255","NCT01510106"
"NCT01191827","NCT00692679"
"NCT01192412","NCT01081171"
"NCT01195415","NCT01143415"
"NCT01198535","NCT01207882"
"NCT01200797","NCT01199796"
"NCT01203228","NCT00682396"
"NCT01203436","NCT00000141"
"NCT01204918","NCT01298427"
"NCT01207687","NCT01204463"
"NCT01209000","NCT01240564"
"NCT01210482","NCT01420601"
"NCT01213342","NCT01131338"
"NCT01215357","NCT01198951"
"NCT01217190","NCT01216969"
"NCT01221311","NCT01432808"
"NCT01222052","NCT02681003"
"NCT01222286","NCT01960959"
"NCT01222754","NCT01226940"
"NCT01222780","NCT01344850"
"NCT01225913","NCT01225900"
"NCT01226537","NCT01225588"
"NCT01227954","NCT01366755"
"NCT01228435","NCT01119495"
"NCT01229150","NCT01239290"
"NCT01230827","NCT01777399"
"NCT01230996","NCT01793701"
"NCT01231529","NCT01377714"
"NCT01234844","NCT01233466"
"NCT01239147","NCT01848405"
"NCT01241708","NCT01374958"
"NCT01246102","NCT01245218"
"NCT01246206","NCT01414127"
"NCT01246973","NCT01238198"
"NCT01251926","NCT01301547"
"NCT01253447","NCT01654978"
"NCT01254188","NCT01580059"
"NCT01257776","NCT01079403"
"NCT01258231","NCT00281164"
"NCT01260883","NCT00014716"
"NCT01262820","NCT01107652"
"NCT01263587","NCT01306071"
"NCT01263899","NCT01263795"
"NCT01265433","NCT01890980"
"NCT01268332","NCT00672425"
"NCT01269047","NCT00923715"
"NCT01270451","NCT01592591"
"NCT01270555","NCT01012024"
"NCT01273077","NCT01401686"
"NCT01273389","NCT01634581"
"NCT01276496","NCT01647139"
"NCT01281813","NCT03027297"
"NCT01283659","NCT01622985"
"NCT01286506","NCT01153087"
"NCT01288586","NCT00586144"
"NCT01288586","NCT00586768"
"NCT01289210","NCT01396018"
"NCT01297348","NCT01316640"
"NCT01300611","NCT01302678"
"NCT01303133","NCT01412255"
"NCT01305356","NCT01008891"
"NCT01307631","NCT01312753"
"NCT01309659","NCT01413919"
"NCT01310023","NCT00647803"
"NCT01311219","NCT01307670"
"NCT01316393","NCT01288118"
"NCT01318681","NCT01239264"
"NCT01320800","NCT01892735"
"NCT01323933","NCT01158872"
"NCT01328236","NCT01327716"
"NCT01328756","NCT01413165"
"NCT01330030","NCT00218647"
"NCT01330043","NCT01067612"
"NCT01333046","NCT01556269"
"NCT01335425","NCT01248559"
"NCT01335971","NCT01318603"
"NCT01336413","NCT01327131"
"NCT01338285","NCT00516763"
"NCT01338285","NCT01338181"
"NCT01338779","NCT00083655"
"NCT01342172","NCT01441050"
"NCT01344473","NCT01631734"
"NCT01345929","NCT01345955"
"NCT01349322","NCT03553797"
"NCT01349972","NCT01413880"
"NCT01350804","NCT01640938"
"NCT01351545","NCT01553461"
"NCT01355679","NCT01375517"
"NCT01359566","NCT01360489"
"NCT01361464","NCT01364038"
"NCT01362231","NCT01242189"
"NCT01363349","NCT01365299"
"NCT01364051","NCT02876068"
"NCT01364935","NCT01343199"
"NCT01367041","NCT00961545"
"NCT01368588","NCT02673190"
"NCT01369199","NCT01534611"
"NCT01369212","NCT01821794"
"NCT01369498","NCT01242709"
"NCT01370889","NCT02022332"
"NCT01371825","NCT01473875"
"NCT01372813","NCT00608114"
"NCT01373333","NCT00817856"
"NCT01375829","NCT02344147"
"NCT01377012","NCT01901900"
"NCT01378117","NCT01373268"
"NCT01379599","NCT00218400"
"NCT01380418","NCT01385462"
"NCT01380834","NCT01231048"
"NCT01381874","NCT01355770"
"NCT01382082","NCT01330225"
"NCT01382238","NCT01371500"
"NCT01382316","NCT01244919"
"NCT01384227","NCT00755625"
"NCT01384942","NCT01285128"
"NCT01386242","NCT02349984"
"NCT01389102","NCT00122200"
"NCT01391117","NCT01532557"
"NCT01391858","NCT00631891"
"NCT01391858","NCT02213445"
"NCT01399905","NCT00745277"
"NCT01400373","NCT01328847"
"NCT01400646","NCT01510925"
"NCT01401998","NCT00575705"
"NCT01403285","NCT01386463"
"NCT01407822","NCT01392404"
"NCT01410500","NCT01495559"
"NCT01410812","NCT01421329"
"NCT01413542","NCT00139503"
"NCT01416922","NCT01417039"
"NCT01417000","NCT01468870"
"NCT01417104","NCT01123629"
"NCT01419665","NCT03814785"
"NCT01426334","NCT01456988"
"NCT01427738","NCT01494129"
"NCT01431820","NCT01428856"
"NCT01433913","NCT01528527"
"NCT01438073","NCT01862094"
"NCT01439152","NCT01479335"
"NCT01441791","NCT01585116"
"NCT01442181","NCT01413971"
"NCT01445054","NCT00474578"
"NCT01445080","NCT00343694"
"NCT01445080","NCT01648413"
"NCT01445106","NCT00436735"
"NCT01445119","NCT00438997"
"NCT01445132","NCT00445666"
"NCT01445145","NCT00445640"
"NCT01445158","NCT00445380"
"NCT01445314","NCT00459199"
"NCT01445327","NCT00452946"
"NCT01445340","NCT00477698"
"NCT01445379","NCT00556881"
"NCT01445392","NCT00575770"
"NCT01445418","NCT00647062"
"NCT01445483","NCT00769444"
"NCT01445509","NCT00792545"
"NCT01445522","NCT00810966"
"NCT01445535","NCT00832936"
"NCT01445678","NCT01445665"
"NCT01446718","NCT01998178"
"NCT01446965","NCT00628966"
"NCT01447849","NCT00595036"
"NCT01448915","NCT00496912"
"NCT01451736","NCT01458379"
"NCT01453075","NCT01525342"
"NCT01453283","NCT00437047"
"NCT01454908","NCT00576966"
"NCT01458964","NCT00710918"
"NCT01460875","NCT00634127"
"NCT01468883","NCT00026845"
"NCT01479608","NCT01311453"
"NCT01479868","NCT01727323"
"NCT01484275","NCT01563666"
"NCT01486277","NCT01389960"
"NCT01489371","NCT01673477"
"NCT01494142","NCT00550316"
"NCT01497704","NCT01726101"
"NCT01499290","NCT01500239"
"NCT01503229","NCT01508234"
"NCT01503632","NCT01476852"
"NCT01509014","NCT00971412"
"NCT01510626","NCT02062814"
"NCT01511068","NCT01534156"
"NCT01511653","NCT01585363"
"NCT01514201","NCT01507324"
"NCT01516567","NCT01595048"
"NCT01519427","NCT01510444"
"NCT01527422","NCT01297478"
"NCT01528449","NCT01525030"
"NCT01533181","NCT01387386"
"NCT01534637","NCT00398164"
"NCT01535157","NCT01550692"
"NCT01541540","NCT01792076"
"NCT01548560","NCT01662245"
"NCT01549145","NCT01139554"
"NCT01549444","NCT01545895"
"NCT01550874","NCT01889901"
"NCT01552356","NCT02706366"
"NCT01553539","NCT00974545"
"NCT01557803","NCT01549821"
"NCT01557959","NCT00723138"
"NCT01561014","NCT00499564"
"NCT01563874","NCT00952809"
"NCT01571271","NCT01039246"
"NCT01575522","NCT01542996"
"NCT01580410","NCT00904267"
"NCT01582009","NCT01037257"
"NCT01582074","NCT01433783"
"NCT01589263","NCT01567293"
"NCT01592565","NCT01504269"
"NCT01596062","NCT01469390"
"NCT01599884","NCT01639963"
"NCT01601977","NCT01611870"
"NCT01603992","NCT00679016"
"NCT01606124","NCT01974960"
"NCT01606826","NCT01761058"
"NCT01607931","NCT01540097"
"NCT01609413","NCT01022593"
"NCT01611987","NCT01032707"
"NCT01613118","NCT01622738"
"NCT01613846","NCT02083094"
"NCT01621308","NCT01623999"
"NCT01621737","NCT01987050"
"NCT01626677","NCT01923532"
"NCT01632306","NCT01671202"
"NCT01636414","NCT01514474"
"NCT01637077","NCT02166385"
"NCT01639417","NCT02180594"
"NCT01641406","NCT01330212"
"NCT01643876","NCT02201745"
"NCT01649232","NCT01755793"
"NCT01649791","NCT01003821"
"NCT01651533","NCT01026896"
"NCT01651533","NCT01308398"
"NCT01653093","NCT01705028"
"NCT01654341","NCT01541787"
"NCT01656304","NCT00478413"
"NCT01656603","NCT01861093"
"NCT01663259","NCT01649414"
"NCT01668953","NCT01789632"
"NCT01669538","NCT01845961"
"NCT01673217","NCT00887796"
"NCT01675778","NCT03789500"
"NCT01675947","NCT01664208"
"NCT01676831","NCT01497795"
"NCT01678898","NCT01769001"
"NCT01682031","NCT00935038"
"NCT01682044","NCT00524628"
"NCT01685892","NCT02339181"
"NCT01688531","NCT01718665"
"NCT01691768","NCT01645813"
"NCT01694563","NCT01174745"
"NCT01697748","NCT01927211"
"NCT01698541","NCT01798758"
"NCT01701193","NCT04250467"
"NCT01701466","NCT01470872"
"NCT01701908","NCT01914328"
